polypeptide_id,attr_type,value,value2
P01133,synonym,EGF,
P01133,pfam,PF00058,Ldl_recept_b
P01133,pfam,PF14670,FXa_inhibition
P01133,pfam,PF00008,EGF
P01133,pfam,PF07645,EGF_CA
P01133,go_classifier,component,clathrin-coated endocytic vesicle membrane
P01133,go_classifier,function,guanyl-nucleotide exchange factor activity
P01133,go_classifier,function,receptor ligand activity
P01133,go_classifier,process,cerebellar granule cell precursor proliferation
P01133,go_classifier,process,epithelial cell proliferation
P01133,go_classifier,process,ERBB2-EGFR signaling pathway
P01133,go_classifier,process,positive regulation of canonical Wnt signaling pathway
P01133,go_classifier,process,positive regulation of cell migration
P01133,go_classifier,process,positive regulation of cell population proliferation
P01133,go_classifier,process,positive regulation of DNA-templated transcription
P01133,go_classifier,process,positive regulation of endothelial cell migration
P01133,go_classifier,process,positive regulation of endothelial cell proliferation
P01133,go_classifier,process,positive regulation of epithelial tube formation
P01133,go_classifier,process,positive regulation of gene expression
P01133,go_classifier,process,positive regulation of MAPK cascade
P01133,go_classifier,process,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P01133,go_classifier,process,positive regulation of protein localization to early endosome
P01133,go_classifier,process,positive regulation of receptor internalization
P01133,go_classifier,process,positive regulation of ubiquitin-dependent protein catabolic process
P01133,go_classifier,process,regulation of receptor signaling pathway via JAK-STAT
P02675,pfam,PF00147,Fibrinogen_C
P02675,pfam,PF08702,Fib_alpha
P02675,go_classifier,component,collagen-containing extracellular matrix
P02675,go_classifier,component,endoplasmic reticulum
P02675,go_classifier,component,synapse
P02675,go_classifier,function,extracellular matrix structural constituent
P02675,go_classifier,function,protein-folding chaperone binding
P02675,go_classifier,function,signaling receptor binding
P02675,go_classifier,process,protein-containing complex assembly
Q14994,synonym,CAR,
Q14994,synonym,Constitutive activator of retinoid response,
Q14994,synonym,Constitutive active response,
Q14994,synonym,Constitutive androstane receptor,
Q14994,synonym,Orphan nuclear receptor MB67,
Q14994,pfam,PF00104,Hormone_recep
Q14994,pfam,PF00105,zf-C4
Q14994,go_classifier,component,chromatin
Q14994,go_classifier,function,"DNA-binding transcription activator activity, RNA polymerase II-specific"
Q14994,go_classifier,function,DNA-binding transcription factor activity
Q14994,go_classifier,function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q14994,go_classifier,function,nuclear receptor activity
Q14994,go_classifier,function,RNA polymerase II cis-regulatory region sequence-specific DNA binding
Q14994,go_classifier,function,RNA polymerase II transcription regulatory region sequence-specific DNA binding
Q14994,go_classifier,function,sequence-specific double-stranded DNA binding
Q14994,go_classifier,process,cell differentiation
Q14994,go_classifier,process,negative regulation of transcription by RNA polymerase II
Q14994,go_classifier,process,positive regulation of transcription by RNA polymerase II
Q14097,synonym,1.14.14.1,
Q14097,synonym,CYP2B protein,
Q14097,synonym,CYP2B7,
Q14097,synonym,Cytochrome P450 2B7 short isoform,
Q14097,pfam,PF00067,p450
Q14097,go_classifier,function,heme binding
Q14097,go_classifier,function,iron ion binding
Q14097,go_classifier,function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
P18405,synonym,1.3.1.22,
P18405,synonym,S5AR 1,
P18405,synonym,SR type 1,
P18405,synonym,Steroid 5-alpha-reductase 1,
P18405,pfam,PF02544,Steroid_dh
P18405,go_classifier,component,cell body fiber
P18405,go_classifier,component,neuronal cell body
P18405,go_classifier,component,perinuclear region of cytoplasm
P18405,go_classifier,function,amide binding
P18405,go_classifier,function,electron transfer activity
P18405,go_classifier,function,NADPH binding
P18405,go_classifier,process,androgen catabolic process
P18405,go_classifier,process,bone development
P18405,go_classifier,process,cellular response to cAMP
P18405,go_classifier,process,cellular response to dexamethasone stimulus
P18405,go_classifier,process,cellular response to epinephrine stimulus
P18405,go_classifier,process,cellular response to estradiol stimulus
P18405,go_classifier,process,cellular response to growth factor stimulus
P18405,go_classifier,process,cellular response to insulin stimulus
P18405,go_classifier,process,cellular response to starvation
P18405,go_classifier,process,cellular response to testosterone stimulus
P18405,go_classifier,process,cerebral cortex development
P18405,go_classifier,process,diterpenoid metabolic process
P18405,go_classifier,process,female genitalia development
P18405,go_classifier,process,hippocampus development
P18405,go_classifier,process,hypothalamus development
P18405,go_classifier,process,liver development
P18405,go_classifier,process,male genitalia development
P18405,go_classifier,process,male gonad development
P18405,go_classifier,process,pituitary gland development
P18405,go_classifier,process,progesterone metabolic process
P18405,go_classifier,process,response to estrogen
P18405,go_classifier,process,response to follicle-stimulating hormone
P18405,go_classifier,process,response to fungicide
P18405,go_classifier,process,response to growth hormone
P18405,go_classifier,process,response to muscle activity
P18405,go_classifier,process,response to xenobiotic stimulus
P18405,go_classifier,process,serotonin metabolic process
P18405,go_classifier,process,spinal cord development
P18405,go_classifier,process,steroid biosynthetic process
P18405,go_classifier,process,thalamus development
P18405,go_classifier,process,urogenital system development
Q01860,synonym,Oct-3,
Q01860,synonym,Oct-4,
Q01860,synonym,OCT3,
Q01860,synonym,OCT4,
Q01860,synonym,Octamer-binding protein 3,
Q01860,synonym,Octamer-binding protein 4,
Q01860,synonym,Octamer-binding transcription factor 3,
Q01860,synonym,OTF-3,
Q01860,synonym,OTF3,
Q01860,pfam,PF00157,Pou
Q01860,pfam,PF00046,Homeodomain
Q01860,go_classifier,component,mitochondrion
Q01860,go_classifier,component,transcription regulator complex
Q01860,go_classifier,function,DNA-binding transcription factor activity
Q01860,go_classifier,function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q01860,go_classifier,function,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
Q01860,go_classifier,function,RNA binding
Q01860,go_classifier,function,RNA polymerase II cis-regulatory region sequence-specific DNA binding
Q01860,go_classifier,function,RNA polymerase II-specific DNA-binding transcription factor binding
Q01860,go_classifier,function,sequence-specific double-stranded DNA binding
Q01860,go_classifier,function,transcription cis-regulatory region binding
Q01860,go_classifier,process,BMP signaling pathway
Q01860,go_classifier,process,endodermal-mesodermal cell signaling
Q01860,go_classifier,process,heart induction
Q01860,go_classifier,process,negative regulation of miRNA transcription
Q01860,go_classifier,process,negative regulation of transcription by RNA polymerase II
Q01860,go_classifier,process,positive regulation of canonical Wnt signaling pathway
Q01860,go_classifier,process,positive regulation of transcription by RNA polymerase II
Q01860,go_classifier,process,regulation of DNA-templated transcription
Q01860,go_classifier,process,regulation of transcription by RNA polymerase II
P08546,synonym,2.7.7.7,
P08546,synonym,HFLF2,
P08546,pfam,PF03104,DNA_pol_B_exo1
P08546,go_classifier,component,host cell nucleus
P08546,go_classifier,function,3'-5' exonuclease activity
P08546,go_classifier,function,DNA binding
P08546,go_classifier,function,DNA-directed DNA polymerase activity
P08546,go_classifier,function,nucleotide binding
P08546,go_classifier,process,bidirectional double-stranded viral DNA replication
Q02156,synonym,2.7.11.13,
Q02156,synonym,nPKC-epsilon,
Q02156,synonym,PKCE,
Q02156,pfam,PF00130,C1_1
Q02156,pfam,PF00168,C2
Q02156,pfam,PF00069,Pkinase
Q02156,pfam,PF00433,Pkinase_C
Q02156,go_classifier,component,intermediate filament cytoskeleton
Q02156,go_classifier,component,intracellular membrane-bounded organelle
Q02156,go_classifier,component,synapse
Q02156,go_classifier,function,14-3-3 protein binding
Q02156,go_classifier,function,diacylglycerol-dependent serine/threonine kinase activity
Q02156,go_classifier,function,"diacylglycerol-dependent, calcium-independent serine/threonine kinase activity"
Q02156,go_classifier,function,protein kinase activity
Q02156,go_classifier,function,protein serine kinase activity
Q02156,go_classifier,function,signaling receptor activator activity
Q02156,go_classifier,process,cell-substrate adhesion
Q02156,go_classifier,process,establishment of localization in cell
Q02156,go_classifier,process,insulin secretion
Q02156,go_classifier,process,MAPK cascade
Q02156,go_classifier,process,mucus secretion
Q02156,go_classifier,process,negative regulation of protein ubiquitination
Q02156,go_classifier,process,negative regulation of sodium ion transmembrane transport
Q02156,go_classifier,process,positive regulation of canonical NF-kappaB signal transduction
Q02156,go_classifier,process,positive regulation of protein localization to plasma membrane
Q02156,go_classifier,process,positive regulation of superoxide anion generation
Q02156,go_classifier,process,"synaptic transmission, GABAergic"
Q02156,go_classifier,process,toxin catabolic process
Q9HBH1,synonym,3.5.1.88,
Q9HBH1,synonym,PDF1A,
Q9HBH1,synonym,Polypeptide deformylase,
Q9HBH1,pfam,PF01327,Pep_deformylase
Q9HBH1,go_classifier,function,metal ion binding
Q9HBH1,go_classifier,process,positive regulation of cell population proliferation
P43119,synonym,PGI receptor,
P43119,synonym,PGI2 receptor,
P43119,synonym,PRIPR,
P43119,synonym,Prostaglandin I2 receptor,
P43119,synonym,Prostanoid IP receptor,
P43119,pfam,PF00001,7tm_1
P43119,go_classifier,function,prostacyclin receptor activity
P43119,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P43119,go_classifier,process,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
P43119,go_classifier,process,inflammatory response
P43119,go_classifier,process,positive regulation of cytosolic calcium ion concentration
P43116,synonym,PGE receptor EP2 subtype,
P43116,synonym,PGE2 receptor EP2 subtype,
P43116,synonym,Prostanoid EP2 receptor,
P43116,pfam,PF00001,7tm_1
P43116,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P43116,go_classifier,process,G protein-coupled receptor signaling pathway
P43116,go_classifier,process,inflammatory response
P43116,go_classifier,process,positive regulation of cytosolic calcium ion concentration
P43116,go_classifier,process,regulation of cell population proliferation
P43116,go_classifier,process,response to nematode
Q13258,synonym,PGD receptor,
Q13258,synonym,PGD2 receptor,
Q13258,synonym,Prostanoid DP receptor,
Q13258,pfam,PF00001,7tm_1
Q13258,go_classifier,component,membrane
Q13258,go_classifier,process,G protein-coupled receptor signaling pathway
Q13258,go_classifier,process,mast cell degranulation
Q13258,go_classifier,process,positive regulation of cytosolic calcium ion concentration
P17405,synonym,3.1.4.12,
P17405,synonym,3.1.4.3,
P17405,synonym,Acid sphingomyelinase,
P17405,synonym,ASM,
P17405,synonym,aSMase,
P17405,pfam,PF00149,Metallophos
P17405,pfam,PF19272,ASMase_C
P17405,go_classifier,component,endolysosome
P17405,go_classifier,component,lipid droplet
P17405,go_classifier,function,acid sphingomyelin phosphodiesterase activity
P17405,go_classifier,function,phosphatidylcholine phospholipase C activity
P17405,go_classifier,function,zinc ion binding
P17405,go_classifier,process,cellular response to calcium ion
P17405,go_classifier,process,cellular response to UV
P17405,go_classifier,process,cholesterol metabolic process
P17405,go_classifier,process,glycosphingolipid catabolic process
P17405,go_classifier,process,negative regulation of MAPK cascade
P17405,go_classifier,process,plasma membrane repair
P17405,go_classifier,process,positive regulation of endocytosis
P17405,go_classifier,process,positive regulation of viral entry into host cell
P17405,go_classifier,process,response to interleukin-1
P17405,go_classifier,process,response to ionizing radiation
P17405,go_classifier,process,response to tumor necrosis factor
P17405,go_classifier,process,response to type I interferon
P17405,go_classifier,process,response to virus
P17405,go_classifier,process,response to xenobiotic stimulus
P17405,go_classifier,process,symbiont entry into host cell
P17405,go_classifier,process,wound healing
P51170,synonym,Amiloride-sensitive sodium channel subunit gamma,
P51170,synonym,ENaC subunit gamma,
P51170,synonym,ENaCG,
P51170,synonym,Epithelial Na(+) channel subunit gamma,
P51170,synonym,Gamma-ENaC,
P51170,synonym,Gamma-NaCH,
P51170,synonym,Nonvoltage-gated sodium channel 1 subunit gamma,
P51170,synonym,SCNEG,
P51170,synonym,Sodium channel epithelial 1 subunit gamma,
P51170,pfam,PF00858,ASC
P51170,go_classifier,component,nucleoplasm
P51170,go_classifier,function,monoatomic ion channel activity
P51170,go_classifier,process,cellular response to acidic pH
P51170,go_classifier,process,cellular response to aldosterone
P51170,go_classifier,process,cellular response to vasopressin
P51170,go_classifier,process,intracellular sodium ion homeostasis
P51170,go_classifier,process,multicellular organismal-level water homeostasis
P51170,go_classifier,process,regulation of blood pressure
P51170,go_classifier,process,sensory perception of salty taste
P51170,go_classifier,process,sensory perception of sour taste
P51170,go_classifier,process,sodium ion import across plasma membrane
P37088,synonym,Alpha-ENaC,
P37088,synonym,Alpha-NaCH,
P37088,synonym,Amiloride-sensitive sodium channel subunit alpha,
P37088,synonym,ENaC subunit alpha,
P37088,synonym,ENaCA,
P37088,synonym,Epithelial Na(+) channel subunit alpha,
P37088,synonym,Nonvoltage-gated sodium channel 1 subunit alpha,
P37088,synonym,SCNEA,
P37088,synonym,SCNN1,
P37088,synonym,Sodium channel epithelial 1 subunit alpha,
P37088,pfam,PF00858,ASC
P37088,go_classifier,component,acrosomal vesicle
P37088,go_classifier,component,cytoplasm
P37088,go_classifier,component,sperm principal piece
P37088,go_classifier,process,cellular response to acidic pH
P37088,go_classifier,process,cellular response to aldosterone
P37088,go_classifier,process,cellular response to vasopressin
P37088,go_classifier,process,intracellular sodium ion homeostasis
P37088,go_classifier,process,multicellular organismal-level water homeostasis
P37088,go_classifier,process,regulation of blood pressure
P37088,go_classifier,process,sensory perception of salty taste
P37088,go_classifier,process,sensory perception of sour taste
P37088,go_classifier,process,sodium ion import across plasma membrane
P51168,synonym,Amiloride-sensitive sodium channel subunit beta,
P51168,synonym,Beta-ENaC,
P51168,synonym,Beta-NaCH,
P51168,synonym,ENaC subunit beta,
P51168,synonym,ENaCB,
P51168,synonym,Epithelial Na(+) channel subunit beta,
P51168,synonym,Nonvoltage-gated sodium channel 1 subunit beta,
P51168,synonym,SCNEB,
P51168,pfam,PF00858,ASC
P51168,go_classifier,process,aldosterone metabolic process
P51168,go_classifier,process,artery smooth muscle contraction
P51168,go_classifier,process,cellular response to acidic pH
P51168,go_classifier,process,cellular response to aldosterone
P51168,go_classifier,process,cellular response to vasopressin
P51168,go_classifier,process,epithelial fluid transport
P51168,go_classifier,process,erythrocyte homeostasis
P51168,go_classifier,process,gene expression
P51168,go_classifier,process,intracellular sodium ion homeostasis
P51168,go_classifier,process,leukocyte activation involved in inflammatory response
P51168,go_classifier,process,mucus secretion
P51168,go_classifier,process,multicellular organism growth
P51168,go_classifier,process,multicellular organismal-level water homeostasis
P51168,go_classifier,process,neutrophil activation involved in immune response
P51168,go_classifier,process,neutrophil-mediated killing of bacterium
P51168,go_classifier,process,potassium ion homeostasis
P51168,go_classifier,process,regulation of blood pressure
P51168,go_classifier,process,renal system process
P51168,go_classifier,process,response to food
P51168,go_classifier,process,response to xenobiotic stimulus
P51168,go_classifier,process,sensory perception of salty taste
P51168,go_classifier,process,sensory perception of sour taste
P51168,go_classifier,process,sodium ion import across plasma membrane
P51172,synonym,Amiloride-sensitive sodium channel subunit delta,
P51172,synonym,Delta-ENaC,
P51172,synonym,Delta-NaCH,
P51172,synonym,DNACH,
P51172,synonym,ENaCD,
P51172,synonym,Epithelial Na(+) channel subunit delta,
P51172,synonym,Nonvoltage-gated sodium channel 1 subunit delta,
P51172,synonym,SCNED,
P51172,pfam,PF00858,ASC
P51172,go_classifier,component,apical plasma membrane
P51172,go_classifier,component,sodium channel complex
P51172,go_classifier,function,sodium channel activity
P51172,go_classifier,process,cellular response to acidic pH
P51172,go_classifier,process,cellular response to aldosterone
P51172,go_classifier,process,cellular response to vasopressin
P51172,go_classifier,process,intracellular sodium ion homeostasis
P51172,go_classifier,process,regulation of blood pressure
P51172,go_classifier,process,sensory perception of salty taste
P51172,go_classifier,process,sensory perception of sour taste
P51172,go_classifier,process,sodium ion import across plasma membrane
P07202,synonym,1.11.1.8,
P07202,synonym,TPO,
P07202,pfam,PF03098,An_peroxidase
P07202,pfam,PF00084,Sushi
P07202,pfam,PF07645,EGF_CA
P07202,go_classifier,process,response to oxidative stress
P05023,synonym,7.2.2.13,
P05023,synonym,Na(+)/K(+) ATPase alpha-1 subunit,
P05023,synonym,Sodium pump subunit alpha-1,
P05023,pfam,PF00689,Cation_ATPase_C
P05023,pfam,PF00690,Cation_ATPase_N
P05023,pfam,PF13246,Cation_ATPase
P05023,pfam,PF00122,E1-E2_ATPase
P05023,go_classifier,component,axon
P05023,go_classifier,component,lateral plasma membrane
P05023,go_classifier,component,membrane raft
P05023,go_classifier,component,organelle membrane
P05023,go_classifier,component,photoreceptor inner segment membrane
P05023,go_classifier,component,postsynaptic density
P05023,go_classifier,component,protein-containing complex
P05023,go_classifier,component,sperm flagellum
P05023,go_classifier,function,ATP hydrolysis activity
P05023,go_classifier,function,P-type sodium
P05023,go_classifier,function,protein heterodimerization activity
P05023,go_classifier,function,protein-folding chaperone binding
P05023,go_classifier,function,transmembrane transporter binding
P05023,go_classifier,process,cardiac muscle cell action potential involved in contraction
P05023,go_classifier,process,intracellular potassium ion homeostasis
P05023,go_classifier,process,intracellular sodium ion homeostasis
P05023,go_classifier,process,osmosensory signaling pathway
P05023,go_classifier,process,proton transmembrane transport
P05023,go_classifier,process,response to xenobiotic stimulus
P05023,go_classifier,process,sodium ion export across plasma membrane
P54709,synonym,ATPB-3,
P54709,synonym,Sodium/potassium-dependent ATPase subunit beta-3,
P54709,pfam,PF00287,Na_K-ATPase
P54709,go_classifier,component,apical plasma membrane
P54709,go_classifier,component,basolateral plasma membrane
P54709,go_classifier,component,sperm flagellum
P54709,go_classifier,function,protein-macromolecule adaptor activity
P54709,go_classifier,process,intracellular potassium ion homeostasis
P54709,go_classifier,process,intracellular sodium ion homeostasis
P54709,go_classifier,process,positive regulation of potassium ion import across plasma membrane
P54709,go_classifier,process,positive regulation of sodium ion export across plasma membrane
P54709,go_classifier,process,potassium ion import across plasma membrane
P54709,go_classifier,process,potassium ion transmembrane transport
P54709,go_classifier,process,sodium ion export across plasma membrane
P54709,go_classifier,process,sodium ion transmembrane transport
P14415,synonym,Adhesion molecule in glia,
P14415,synonym,AMOG,
P14415,synonym,Sodium/potassium-dependent ATPase subunit beta-2,
P14415,pfam,PF00287,Na_K-ATPase
P14415,go_classifier,component,astrocyte end-foot
P14415,go_classifier,component,astrocyte projection
P14415,go_classifier,component,cell body membrane
P14415,go_classifier,component,cell periphery
P14415,go_classifier,component,cell projection membrane
P14415,go_classifier,component,external side of plasma membrane
P14415,go_classifier,component,lateral plasma membrane
P14415,go_classifier,component,membrane
P14415,go_classifier,component,neuron to neuron synapse
P14415,go_classifier,component,photoreceptor inner segment
P14415,go_classifier,function,protein heterodimerization activity
P14415,go_classifier,function,protein-macromolecule adaptor activity
P14415,go_classifier,process,cell-substrate adhesion
P14415,go_classifier,process,intracellular potassium ion homeostasis
P14415,go_classifier,process,intracellular sodium ion homeostasis
P14415,go_classifier,process,lateral ventricle development
P14415,go_classifier,process,motor behavior
P14415,go_classifier,process,negative regulation of glial cell migration
P14415,go_classifier,process,neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration
P14415,go_classifier,process,photoreceptor cell maintenance
P14415,go_classifier,process,plasma membrane bounded cell projection organization
P14415,go_classifier,process,positive regulation of neuron projection development
P14415,go_classifier,process,positive regulation of potassium ion import across plasma membrane
P14415,go_classifier,process,positive regulation of sodium ion export across plasma membrane
P14415,go_classifier,process,potassium ion import across plasma membrane
P14415,go_classifier,process,retina homeostasis
P14415,go_classifier,process,sodium ion export across plasma membrane
P14415,go_classifier,process,third ventricle development
P14415,go_classifier,process,transport across blood-brain barrier
P05026,synonym,ATP1B,
P05026,synonym,Sodium/potassium-dependent ATPase subunit beta-1,
P05026,pfam,PF00287,Na_K-ATPase
P05026,go_classifier,component,lateral plasma membrane
P05026,go_classifier,component,organelle membrane
P05026,go_classifier,component,sperm flagellum
P05026,go_classifier,component,T-tubule
P05026,go_classifier,function,P-type sodium
P05026,go_classifier,function,protein heterodimerization activity
P05026,go_classifier,function,protein kinase binding
P05026,go_classifier,function,protein-macromolecule adaptor activity
P05026,go_classifier,process,innate immune response
P05026,go_classifier,process,intracellular calcium ion homeostasis
P05026,go_classifier,process,intracellular potassium ion homeostasis
P05026,go_classifier,process,intracellular sodium ion homeostasis
P05026,go_classifier,process,positive regulation of potassium ion import across plasma membrane
P05026,go_classifier,process,positive regulation of sodium ion export across plasma membrane
P05026,go_classifier,process,proton transmembrane transport
P05026,go_classifier,process,regulation of calcium ion transmembrane transport
P05026,go_classifier,process,sodium ion export across plasma membrane
P05026,go_classifier,process,sodium ion transmembrane transport
P13637,synonym,7.2.2.13,
P13637,synonym,Na(+)/K(+) ATPase alpha-3 subunit,
P13637,synonym,Na(+)/K(+) ATPase alpha(III) subunit,
P13637,synonym,Sodium pump subunit alpha-3,
P13637,pfam,PF00689,Cation_ATPase_C
P13637,pfam,PF00690,Cation_ATPase_N
P13637,pfam,PF13246,Cation_ATPase
P13637,pfam,PF00122,E1-E2_ATPase
P13637,go_classifier,component,membrane
P13637,go_classifier,component,neuron to neuron synapse
P13637,go_classifier,component,neuronal cell body
P13637,go_classifier,component,neuronal cell body membrane
P13637,go_classifier,component,organelle membrane
P13637,go_classifier,component,photoreceptor inner segment
P13637,go_classifier,component,photoreceptor inner segment membrane
P13637,go_classifier,function,amyloid-beta binding
P13637,go_classifier,function,ATP hydrolysis activity
P13637,go_classifier,function,P-type sodium
P13637,go_classifier,function,protein-folding chaperone binding
P13637,go_classifier,process,cellular response to amyloid-beta
P13637,go_classifier,process,intracellular potassium ion homeostasis
P13637,go_classifier,process,intracellular sodium ion homeostasis
P13637,go_classifier,process,neuron projection maintenance
P13637,go_classifier,process,potassium ion import across plasma membrane
P13637,go_classifier,process,proton transmembrane transport
P13637,go_classifier,process,regulation of resting membrane potential
P13637,go_classifier,process,sodium ion export across plasma membrane
P50993,synonym,7.2.2.13,
P50993,synonym,KIAA0778,
P50993,synonym,Na(+)/K(+) ATPase alpha-2 subunit,
P50993,synonym,Sodium pump subunit alpha-2,
P50993,pfam,PF00689,Cation_ATPase_C
P50993,pfam,PF00690,Cation_ATPase_N
P50993,pfam,PF00702,Hydrolase
P50993,pfam,PF13246,Cation_ATPase
P50993,pfam,PF00122,E1-E2_ATPase
P50993,go_classifier,component,cell projection
P50993,go_classifier,component,cell surface
P50993,go_classifier,component,endoplasmic reticulum
P50993,go_classifier,component,neuronal cell body
P50993,go_classifier,component,organelle membrane
P50993,go_classifier,function,ATP hydrolysis activity
P50993,go_classifier,function,ATPase-coupled monoatomic cation transmembrane transporter activity
P50993,go_classifier,function,P-type sodium
P50993,go_classifier,function,phosphatase activity
P50993,go_classifier,function,potassium ion binding
P50993,go_classifier,function,protein heterodimerization activity
P50993,go_classifier,function,protein-folding chaperone binding
P50993,go_classifier,function,sodium ion binding
P50993,go_classifier,function,steroid binding
P50993,go_classifier,process,amygdala development
P50993,go_classifier,process,behavioral fear response
P50993,go_classifier,process,intracellular potassium ion homeostasis
P50993,go_classifier,process,intracellular sodium ion homeostasis
P50993,go_classifier,process,L-ascorbic acid metabolic process
P50993,go_classifier,process,locomotory exploration behavior
P50993,go_classifier,process,monoatomic cation transmembrane transport
P50993,go_classifier,process,neuronal action potential propagation
P50993,go_classifier,process,olfactory cortex development
P50993,go_classifier,process,positive regulation of heart contraction
P50993,go_classifier,process,potassium ion transmembrane transport
P50993,go_classifier,process,proton transmembrane transport
P50993,go_classifier,process,regulation of muscle contraction
P50993,go_classifier,process,regulation of respiratory gaseous exchange by nervous system process
P50993,go_classifier,process,response to auditory stimulus
P50993,go_classifier,process,response to potassium ion
P50993,go_classifier,process,sodium ion export across plasma membrane
P50993,go_classifier,process,sodium ion transmembrane transport
P50993,go_classifier,process,transport across blood-brain barrier
P08235,synonym,MCR,
P08235,synonym,MLR,
P08235,synonym,MR,
P08235,synonym,Nuclear receptor subfamily 3 group C member 2,
P08235,pfam,PF00104,Hormone_recep
P08235,pfam,PF00105,zf-C4
P08235,go_classifier,component,chromatin
P08235,go_classifier,component,cytosol
P08235,go_classifier,function,DNA-binding transcription factor activity
P08235,go_classifier,function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P08235,go_classifier,function,estrogen response element binding
P08235,go_classifier,function,nuclear receptor activity
P08235,go_classifier,function,nuclear steroid receptor activity
P08235,go_classifier,function,sequence-specific double-stranded DNA binding
P08235,go_classifier,function,TBP-class protein binding
P08235,go_classifier,process,nuclear receptor-mediated steroid hormone signaling pathway
P08235,go_classifier,process,positive regulation of non-canonical NF-kappaB signal transduction
P08235,go_classifier,process,regulation of transcription by RNA polymerase II
O14746,synonym,2.7.7.49,
O14746,synonym,EST2,
O14746,synonym,HEST2,
O14746,synonym,TCS1,
O14746,synonym,Telomerase catalytic subunit,
O14746,synonym,Telomerase-associated protein 2,
O14746,synonym,TP2,
O14746,synonym,TRT,
O14746,pfam,PF00078,RVT_1
O14746,pfam,PF12009,Telomerase_RBD
O14746,pfam,PF21399,TERT_C
O14746,go_classifier,component,cytosol
O14746,go_classifier,component,nuclear speck
O14746,go_classifier,component,plasma membrane
O14746,go_classifier,function,identical protein binding
O14746,go_classifier,function,protein-folding chaperone binding
O14746,go_classifier,function,template-free RNA nucleotidyltransferase
O14746,go_classifier,process,establishment of protein localization to telomere
O14746,go_classifier,process,negative regulation of endothelial cell apoptotic process
O14746,go_classifier,process,negative regulation of neuron apoptotic process
O14746,go_classifier,process,positive regulation of angiogenesis
O14746,go_classifier,process,positive regulation of D-glucose import
O14746,go_classifier,process,positive regulation of G1/S transition of mitotic cell cycle
O14746,go_classifier,process,positive regulation of miRNA transcription
O14746,go_classifier,process,positive regulation of transdifferentiation
O14746,go_classifier,process,positive regulation of vascular associated smooth muscle cell migration
O14746,go_classifier,process,positive regulation of vascular associated smooth muscle cell proliferation
O14746,go_classifier,process,response to cadmium ion
O14746,go_classifier,process,RNA-templated DNA biosynthetic process
O14746,go_classifier,process,RNA-templated transcription
O14746,go_classifier,process,siRNA processing
O14746,go_classifier,process,siRNA transcription
O14746,go_classifier,process,telomere maintenance via recombination
P15056,synonym,2.7.11.1,
P15056,synonym,BRAF1,
P15056,synonym,p94,
P15056,synonym,Proto-oncogene B-Raf,
P15056,synonym,RAFB1,
P15056,synonym,v-Raf murine sarcoma viral oncogene homolog B1,
P15056,pfam,PF00130,C1_1
P15056,pfam,PF02196,RBD
P15056,pfam,PF07714,PK_Tyr_Ser-Thr
P15056,go_classifier,component,glutamatergic synapse
P15056,go_classifier,component,postsynapse
P15056,go_classifier,component,presynapse
P15056,go_classifier,function,MAP kinase kinase activity
P15056,go_classifier,function,protein serine kinase activity
P15056,go_classifier,function,scaffold protein binding
P15056,go_classifier,process,animal organ morphogenesis
P15056,go_classifier,process,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment"
P15056,go_classifier,process,cellular response to xenobiotic stimulus
P15056,go_classifier,process,endothelial cell apoptotic process
P15056,go_classifier,process,ERK1 and ERK2 cascade
P15056,go_classifier,process,face development
P15056,go_classifier,process,positive regulation of D-glucose transmembrane transport
P15056,go_classifier,process,postsynaptic modulation of chemical synaptic transmission
P15056,go_classifier,process,regulation of cell population proliferation
P15056,go_classifier,process,regulation of T cell differentiation
P15056,go_classifier,process,stress fiber assembly
P15056,go_classifier,process,substrate adhesion-dependent cell spreading
P15056,go_classifier,process,synaptic vesicle exocytosis
P15056,go_classifier,process,T cell differentiation in thymus
P15056,go_classifier,process,T cell receptor signaling pathway
P15056,go_classifier,process,thymus development
P15056,go_classifier,process,thyroid gland development
P04049,synonym,2.7.11.1,
P04049,synonym,cRaf,
P04049,synonym,Proto-oncogene c-RAF,
P04049,synonym,RAF,
P04049,synonym,Raf-1,
P04049,pfam,PF00130,C1_1
P04049,pfam,PF02196,RBD
P04049,pfam,PF00069,Pkinase
P04049,go_classifier,component,mitochondrion
P04049,go_classifier,function,enzyme binding
P04049,go_classifier,function,protein serine kinase activity
P04049,go_classifier,process,ERBB2-ERBB3 signaling pathway
P04049,go_classifier,process,extrinsic apoptotic signaling pathway via death domain receptors
P04049,go_classifier,process,face development
P04049,go_classifier,process,insulin-like growth factor receptor signaling pathway
P04049,go_classifier,process,myelination
