interactant_id,name,organism
BE0004727,Cytochrome P450 4F2,Humans
BE0010058,UbiA prenyltransferase domain-containing protein 1,Humans
BE0003566,"Troponin C, skeletal muscle",Humans
BE0000125,Interleukin-3,Humans
BE0000690,Lanosterol 14-alpha demethylase,
BE0004873,Steroid 21-hydroxylase,Humans
BE0004729,Cytochrome P450 4F12,Humans
BE0009016,Taste receptor type 2 member 16,Humans
BE0003719,Pannexin-1,Humans
BE0004941,Inosine-5'-monophosphate dehydrogenase,Humans
BE0000801,3-oxoacyl-[acyl-carrier-protein] synthase 1,Escherichia coli (strain K12)
BE0000800,3-oxoacyl-[acyl-carrier-protein] synthase 2,Escherichia coli (strain K12)
BE0000959,Fatty acid synthase,Humans
BE0004709,Asc-type amino acid transporter 1,Humans
BE0003724,DNA gyrase subunit A,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0003725,DNA gyrase subunit B,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0003726,DNA topoisomerase 4 subunit A,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0003727,DNA topoisomerase 4 subunit B,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0010989,DNA-directed RNA polymerase subunit beta,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
BE0000765,Chloride channel protein 2,Humans
BE0004659,Protein smoothened,Humans
BE0009376,Dopamine receptor,Humans
BE0004862,Serotonin Receptors,Humans
BE0000961,Interleukin-8,Humans
BE0001025,Platelet glycoprotein Ib alpha chain,Humans
BE0003756,Protein S100-A7,Humans
BE0009569,Alpha-methylacyl-CoA racemase,Humans
BE0003723,Penicillin-binding protein 1C,Escherichia coli (strain K12)
BE0004654,Penicillin-binding protein 3,Staphylococcus aureus (strain USA300)
BE0003894,Beta-lactamase TEM,Escherichia coli
BE0001047,C-C motif chemokine 2,Humans
BE0004851,Schistosome calcium ion (Ca2+) channels,Schistosoma
BE0009851,Penicillin binding protein,Helicobacter pylori
BE0001426,Metallo-beta-lactamase type 2,Bacillus cereus
BE0000981,Interleukin-12 subunit beta,Humans
BE0003554,Nuclear receptor ROR-beta,Humans
BE0003555,Eosinophil peroxidase,Humans
BE0003553,Acetylserotonin O-methyltransferase,Humans
BE0009827,P2 Purinoceptors,
BE0000854,Dipeptidyl peptidase 4,Humans
BE0003620,Gastric triacylglycerol lipase,Humans
BE0002459,"Keratin, type II cytoskeletal 7",Humans
BE0003471,Interleukin-5 receptor subunit alpha,Humans
BE0002439,Mucin-16,Humans
BE0000232,Microsomal triglyceride transfer protein large subunit,Humans
BE0000382,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Humans
BE0000871,Protein-tyrosine kinase 2-beta,Humans
BE0000612,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Plasmodium falciparum (isolate 3D7)
BE0000464,Neurotensin receptor type 2,Humans
BE0001159,P-selectin,Humans
BE0001203,Fibroblast growth factor receptor 4,Humans
BE0005820,Fibroblast growth factor 19,Humans
BE0001064,Heparanase,Humans
BE0008716,Voltage-dependent T-type calcium channel,Humans
BE0004428,Cytochrome b,Plasmodium falciparum
BE0009811,Thyroid hormone receptor,Humans and other mammals
BE0009812,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,Humans
BE0010209,Mitochondrial ATP synthase F1 domain,Humans
BE0003959,HTH-type transcriptional regulator QacR,Staphylococcus aureus
BE0004319,TetR family transcriptional repressor LfrR,Mycobacterium smegmatis
BE0009676,Sodium-dependent dopamine transporter,Mouse
BE0009675,Synaptic vesicular amine transporter,Mouse
BE0008669,Adenosine triphosphate (ATP),Humans
BE0009940,Tyrosine-protein phosphatase non-receptor type 12,Humans
BE0009941,Tyrosine-protein phosphatase non-receptor type 6,Humans
BE0009961,V-ATPase Subunits,Humans
BE0000979,Natriuretic peptides B,Humans
BE0001074,E-selectin,Humans
BE0002374,Hypoxia-inducible factor 1-alpha,Humans
BE0005187,Inward rectifier potassium channel 4,Humans
BE0009710,Inward rectifier potassium channel 2,Humans
BE0003195,Arylsulfatase A,Humans
BE0001868,Penicillin-binding protein 2X,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
BE0003395,Penicillin-binding protein 1A,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0002392,Penicillin-binding protein 2x,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0000142,Penicillin-binding protein 2B,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
BE0009972,Plasma membrane calcium-transporting ATPase,Humans
BE0001200,Rhodopsin,Humans
BE0001080,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,Humans
BE0000948,Neuropeptide S receptor,Humans
BE0010965,Lanosterol 14-alpha demethylase,Candida tropicalis
BE0005808,Protein PML,Humans
BE0002566,Aminoglycoside 2'-N-acetyltransferase,Mycobacterium tuberculosis
BE0003547,Aminoglycoside nucleotidyltransferase (4'),Staphylococcus aureus
BE0003548,Aminoglycoside 3'-phosphotransferase,Escherichia coli
BE0009850,Large ribosomal subunit protein uL1,Staphylococcus aureus (strain NCTC 8325)
BE0005295,Ryanodine receptor 2,Humans
BE0001100,Microtubule-associated protein 2,Humans
BE0001169,Microtubule-associated protein 1A,Humans
BE0001680,Leukotriene A-4 hydrolase,Humans
BE0000186,DNA-directed RNA polymerase subunit beta',Mycobacterium tuberculosis
BE0000993,Synaptic vesicle glycoprotein 2A,Humans
BE0009712,"POU domain, class 2, transcription factor 1",Humans
BE0004865,"POU domain, class 2, transcription factor 2",Humans
BE0004003,Stathmin-4,Humans
BE0001207,Catalase,Humans
BE0009674,Solute carrier family 12 member 5,Mouse
BE0001694,Plasmepsin II,Plasmodium falciparum
BE0004957,5-hydroxytryptamine receptor 2,Humans
BE0000074,Nuclear receptor subfamily 0 group B member 1,Humans
BE0009966,Mitochondrial potassium channel,Humans
BE0005055,Sodium-dependent phosphate transporter 1,Humans
BE0010055,Sodium/Potassium Transporting ATPase,Humans
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans
BE0000841,Ephrin type-A receptor 2,Humans
BE0000842,Tyrosine-protein kinase Lck,Humans
BE0000840,Tyrosine-protein kinase Yes,Humans
BE0000839,Tyrosine-protein kinase Fyn,Humans
BE0000891,Signal transducer and activator of transcription 5B,Humans
BE0001284,Tyrosine-protein kinase BTK,Humans
BE0008998,Nuclear receptor subfamily 4 group A member 3,Humans
BE0001356,Tyrosine-protein kinase CSK,Humans
BE0005587,Ephrin type-A receptor 5,Humans
BE0002453,Ephrin type-B receptor 4,Humans
BE0005539,Tyrosine-protein kinase Fgr,Humans
BE0004742,Tyrosine-protein kinase FRK,Humans
BE0003775,Heat shock cognate 71 kDa protein,Humans
BE0004315,Tyrosine-protein kinase Lyn,Humans
BE0005595,Mitogen-activated protein kinase kinase kinase 20,Humans
BE0001019,Mitogen-activated protein kinase 14,Humans
BE0000843,Large ribosomal subunit protein uL3,Streptococcus pyogenes serotype M1
BE0011325,Eukaryotic elongation factor 2 kinase,Humans
BE0003109,Antigen peptide transporter 1,Humans
BE0010009,DNA (cytosine-5)-methyltransferase 3B,Humans
BE0000915,Hepatocyte growth factor receptor,Humans
BE0004819,Dermatan sulfate,Humans
BE0004820,Heparan sulfate,Humans
BE0009328,Iduronate 2-sulfatase,Humans
BE0003623,Cation-independent mannose-6-phosphate receptor,Humans
BE0004831,Glycogen,Humans
BE0010179,Adenylate cyclase,Humans
BE0003418,Insulin-like growth factor 1,Humans
BE0009058,Insulin-like growth factor-binding protein complex acid labile subunit,Humans
BE0009658,Insulin-like growth factor-binding protein 1,Humans
BE0009659,Insulin-like growth factor-binding protein 2,Humans
BE0009660,Insulin-like growth factor-binding protein 4,Humans
BE0009661,Insulin-like growth factor-binding protein 5,Humans
BE0009662,Insulin-like growth factor-binding protein 6,Humans
BE0000859,Receptor activity-modifying protein 1,Humans
BE0000860,Receptor activity-modifying protein 2,Humans
BE0000861,Receptor activity-modifying protein 3,Humans
BE0009330,Arylsulfatase B,Humans
BE0010216,DNA primase small subunit,Humans
BE0000847,T-lymphocyte activation antigen CD80,Humans
BE0000848,Adrenocorticotropic hormone receptor,Humans
BE0001026,Corticoliberin,Humans
BE0000944,Interferon gamma,Humans
BE0003486,Interleukin-15,Humans
BE0004430,D-alanyl-D-alanine endopeptidase,Escherichia coli (strain K12)
BE0001482,Beta-lactamase,Bacillus licheniformis
BE0004816,Potassium,Humans
BE0003426,Type-2 angiotensin II receptor,Humans
BE0001065,Glycogen synthase kinase-3 beta,Humans
BE0001152,Inositol monophosphatase 1,Humans
BE0000983,Inositol monophosphatase 2,Humans
BE0002464,Large ribosomal subunit protein uL22,Escherichia coli O157:H7
BE0001091,Kallikrein-1,Humans
BE0004593,"Spectrin beta chain, non-erythrocytic 1",Humans
BE0000904,Calpastatin,Humans
BE0000899,Cartilage oligomeric matrix protein,Humans
BE0004314,"Alkaline phosphatase, placental type",Humans
BE0008955,Protein S100-A8,Humans
BE0008993,Protein S100-A9,Humans
BE0001140,Ceruloplasmin,Humans
BE0009000,Bone morphogenetic protein 4,Humans
BE0005813,Matrix Gla protein,Humans
BE0005814,Protocadherin-19,Humans
BE0005812,Programmed cell death protein 6,Humans
BE0002468,Non-selective voltage-gated ion channel VDAC1,Humans
BE0004849,Hydrogen ions,
BE0004675,Electrogenic sodium bicarbonate cotransporter 1,Humans
BE0004676,Sodium bicarbonate cotransporter 3,Humans
BE0004680,Electroneutral sodium bicarbonate exchanger 1,Humans
BE0004677,Electrogenic sodium bicarbonate cotransporter 4,Humans
BE0004683,Sodium-driven chloride bicarbonate exchanger,Humans
BE0000918,Interleukin-6,Humans
BE0001094,Beta-nerve growth factor,Humans
BE0001208,Interleukin-5,Humans
BE0000908,Eosinophil cationic protein,Humans
BE0004647,"Peptidoglycan D,D-transpeptidase FtsI",Pseudomonas aeruginosa
BE0004648,"Peptidoglycan D,D-transpeptidase MrdA",Pseudomonas aeruginosa
BE0003676,Small ribosomal subunit protein uS10,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)
BE0002402,Small ribosomal subunit protein uS2,Humans
BE0003823,Ribosomal protein uL16-like,Humans
BE0009963,"cAMP-specific 3',5'-cyclic phosphodiesterase 4 (PDE4)",Humans
BE0001223,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B",Humans
BE0010059,Alpha globin,Humans
BE0009708,Group A nerve fibers,Rat
BE0010194,GABA(B) Receptor,
BE0004841,"Solute carrier family 52, riboflavin transporter, member 2",Humans
BE0001222,Primary amine oxidase,Escherichia coli (strain K12)
BE0010211,Chloride anion exchanger,Humans
BE0008725,Transferrin receptor protein 1,Humans
BE0001608,Histone deacetylase 8,Humans
BE0008990,Alpha-hemoglobin-stabilizing protein,Humans
BE0008991,"Frataxin, mitochondrial",Humans
BE0009013,Flap endonuclease 1,Humans
BE0003175,Endonuclease 8-like 1,Humans
BE0005817,Endonuclease 8-like 2,Humans
BE0001683,Fructose-bisphosphate aldolase A,Humans
BE0004528,Elongation factor 1-alpha 1,Humans
BE0005807,Alpha-enolase,Humans
BE0002467,Protein disulfide-isomerase,Humans
BE0008980,Protein disulfide-isomerase A3,Humans
BE0005844,Peroxiredoxin-1,Humans
BE0004590,Phosphoserine phosphatase,Humans
BE0003844,Triosephosphate isomerase,Humans
BE0004542,"Elongation factor Tu, mitochondrial",Humans
BE0005815,Copper chaperone for superoxide dismutase,Humans
BE0002365,Histone deacetylase 1,Humans
BE0003523,Histone deacetylase 4,Humans
BE0005833,Semenogelin-1,Humans
BE0005834,Apoptosis regulatory protein Siva,Humans
BE0001003,E3 ubiquitin-protein ligase Mdm2,Humans
BE0005835,Utrophin,Humans
BE0008994,Tumor protein p73,Humans
BE0005770,Metallothionein-3,Humans
BE0005538,DAN domain family member 5,Humans
BE0009047,Alpha-1B-glycoprotein,Humans
BE0001060,Angiotensinogen,Humans
BE0009048,Alpha-2-HS-glycoprotein,Humans
BE0001213,Serum amyloid P-component,Humans
BE0003449,Apolipoprotein A-I,Humans
BE0000922,Apolipoprotein A-II,Humans
BE0009049,Apolipoprotein A-IV,Humans
BE0005852,Apolipoprotein B receptor,Humans
BE0001119,Apolipoprotein E,Humans
BE0009069,Apolipoprotein L1,Humans
BE0001529,Complement C1s subcomponent,Humans
BE0009050,C4b-binding protein alpha chain,Humans
BE0009070,C4b-binding protein beta chain,Humans
BE0009071,Lys-63-specific deubiquitinase BRCC36,Humans
BE0009072,Complement component C8 alpha chain,Humans
BE0009051,Complement component C8 beta chain,Humans
BE0003266,Complement component C8 gamma chain,Humans
BE0001701,Complement factor B,Humans
BE0009053,Complement factor H,Humans
BE0009054,Complement factor I,Humans
BE0009055,Clusterin,Humans
BE0003503,Carboxypeptidase N catalytic chain,Humans
BE0003504,Carboxypeptidase N subunit 2,Humans
BE0009073,Dermcidin,Humans
BE0009074,Desmoplakin,Humans
BE0004672,Coagulation factor XII,Humans
BE0009075,Coagulation factor XIII B chain,Humans
BE0009076,Ficolin-3,Humans
BE0001180,Fibronectin,Humans
BE0004161,Gelsolin,Humans
BE0009057,Haptoglobin-related protein,Humans
BE0009077,Hornerin,Humans
BE0005097,Immunoglobulin heavy constant alpha 1,Humans
BE0005098,Immunoglobulin heavy constant mu,Humans
BE0009078,Immunoglobulin kappa variable 1-17,Humans
BE0000616,Immunoglobulin kappa variable 3-20,Humans
BE0009079,Immunoglobulin lambda variable 3-21,Humans
BE0009080,Inter-alpha-trypsin inhibitor heavy chain H1,Humans
BE0009060,Inter-alpha-trypsin inhibitor heavy chain H2,Humans
BE0009081,Inter-alpha-trypsin inhibitor heavy chain H3,Humans
BE0009082,Inter-alpha-trypsin inhibitor heavy chain H4,Humans
BE0009083,Immunoglobulin J chain,Humans
BE0009084,Junction plakoglobin,Humans
BE0002440,Plasma kallikrein,Humans
BE0001017,Kininogen-1,Humans
BE0009061,"Keratin, type II cytoskeletal 1",Humans
BE0009062,"Keratin, type I cytoskeletal 10",Humans
BE0009085,"Keratin, type I cytoskeletal 14",Humans
BE0009086,"Keratin, type I cytoskeletal 16",Humans
BE0009063,"Keratin, type II cytoskeletal 2 epidermal",Humans
BE0009087,"Keratin, type II cytoskeletal 5",Humans
BE0009088,"Keratin, type II cytoskeletal 6A",Humans
BE0009064,"Keratin, type I cytoskeletal 9",Humans
BE0004613,N-acetylmuramoyl-L-alanine amidase,Humans
BE0009089,Pregnancy zone protein,Humans
BE0005533,Selenoprotein P,Humans
BE0009090,Alpha-1-antichymotrypsin,Humans
BE0009067,Kallistatin,Humans
BE0009092,Amyloid beta precursor like protein 1,Humans
BE0009093,Amyloid beta precursor like protein 2,Humans
BE0008485,Penicillin-binding protein 4,Staphylococcus aureus
BE0003189,Beta-lactamase,Proteus vulgaris
BE0002015,Beta-lactamase SHV-1,Escherichia coli
BE0002831,Beta-lactamase CTX-M,Escherichia coli
BE0009747,Beta-lactamase,Klebsiella pneumoniae
BE0001568,Beta-lactamase TEM,Salmonella typhi
BE0009681,Beta-lactamase Ohio-1,Enterobacter cloacae
BE0000997,Atrial natriuretic peptide receptor 2,Humans
BE0002815,Immunoglobulin heavy constant gamma 1,Humans
BE0001516,Hypoxanthine-guanine-xanthine phosphoribosyltransferase,Plasmodium falciparum (isolate FCR-3 / Gambia)
BE0001533,Orotate phosphoribosyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
BE0004582,Uridine-cytidine kinase-like 1,Humans
BE0002488,Hypoxanthine phosphoribosyltransferase,Trypanosoma cruzi
BE0002489,Anthranilate phosphoribosyltransferase,Erwinia carotovora
BE0002493,Glucose-1-phosphate thymidylyltransferase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
BE0009369,Cytochrome P450 1A1,Rat
BE0001226,Major NAD(P)H-flavin oxidoreductase,Vibrio fischeri
BE0003531,Chymotrypsinogen B,Humans
BE0001238,Streptogramin A acetyltransferase,Enterococcus faecium
BE0000605,"Isobutyryl-CoA dehydrogenase, mitochondrial",Humans
BE0002499,Pentaerythritol tetranitrate reductase,Enterobacter cloacae
BE0002001,Fumarate reductase (cytochrome),Shewanella frigidimarina
BE0002006,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Escherichia coli (strain K12)
BE0004525,V-type proton ATPase subunit C 1,Humans
BE0001263,Botulinum neurotoxin type B,Clostridium botulinum
BE0001089,Glucose-6-phosphate 1-dehydrogenase,Humans
BE0001264,Sulfotransferase 2B1,Humans
BE0001230,Cholesterol oxidase,Brevibacterium sterolicum
BE0004467,Myoglobin,Humans
BE0003738,Cyclopropane mycolic acid synthase 1,Mycobacterium tuberculosis
BE0002512,Cyclopropane mycolic acid synthase MmaA2,Mycobacterium tuberculosis
BE0004527,"Isocitrate dehydrogenase [NADP], mitochondrial",Humans
BE0001251,Isocitrate dehydrogenase [NADP] cytoplasmic,Humans
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,Humans
BE0001379,Iron(3+)-hydroxamate-binding protein FhuD,Escherichia coli (strain K12)
BE0001211,Cyclopropane mycolic acid synthase 2,Mycobacterium tuberculosis
BE0002521,Cyclopropane mycolic acid synthase 3,Mycobacterium tuberculosis
BE0001382,NADPH-ferredoxin reductase FprA,Mycobacterium tuberculosis
BE0001277,Serine/threonine-protein kinase pim-1,Humans
BE0027486,Bacterial 50S ribosomal protein,Gram positive bacteria
BE0004584,Serotonin N-acetyltransferase,Humans
BE0003791,Dual specificity protein kinase TTK,Humans
BE0001097,Mitogen-activated protein kinase 10,Humans
BE0003772,Mitogen-activated protein kinase 9,Humans
BE0003789,C-Jun-amino-terminal kinase-interacting protein 1,Humans
BE0001294,Pantothenate kinase,Escherichia coli (strain K12)
BE0001413,Cocaine esterase,Rhodococcus sp. (strain MB1 Bresler)
BE0001424,Tyrosine-protein kinase HCK,Humans
BE0001292,Cruzipain,Trypanosoma cruzi
BE0000994,Lactotransferrin,Humans
BE0001326,Ferrichrome outer membrane transporter/phage receptor,Escherichia coli (strain K12)
BE0001353,Galectin-3,Humans
BE0002565,Glycerol dehydratase,Clostridium butyricum
BE0004496,Inositol-3-phosphate synthase 1,Humans
BE0003758,Chymotrypsin-like elastase family member 1,Humans
BE0000309,Polyunsaturated fatty acid lipoxygenase ALOX15,Humans
BE0004501,Putative glycosyltransferase 6 domain-containing protein 1,Humans
BE0001421,Beta-galactosidase,Escherichia coli (strain K12)
BE0002654,Cytohesin-2,Humans
BE0004457,Alpha-amylase 2B,Humans
BE0001408,Tubulin beta-4A chain,Humans
BE0001415,Tubulin beta-3 chain,Humans
BE0027478,Tubulin alpha 3C/D chain,Humans
BE0001072,Cyclin-dependent kinase 2,Humans
BE0004574,ERO1-like protein beta,Humans
BE0001409,Flavin-dependent thymidylate synthase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0001108,Hexokinase-1,Humans
BE0001056,Hexokinase-4,Humans
BE0005216,"Solute carrier family 2, facilitated glucose transporter member 5",Humans
BE0005217,"Solute carrier family 2, facilitated glucose transporter member 6",Humans
BE0005218,"Solute carrier family 2, facilitated glucose transporter member 7",Humans
BE0005219,"Solute carrier family 2, facilitated glucose transporter member 8",Humans
BE0005220,"Solute carrier family 2, facilitated glucose transporter member 10",Humans
BE0005221,"Solute carrier family 2, facilitated glucose transporter member 11",Humans
BE0005222,"Solute carrier family 2, facilitated glucose transporter member 12",Humans
BE0004753,Sodium/glucose cotransporter 2,Humans
BE0004171,Myelin P2 protein,Humans
BE0001301,Monomeric sarcosine oxidase,Bacillus sp. (strain B-0618)
BE0003382,Serine/threonine-protein kinase Chk1,Humans
BE0003783,Thermolysin,Bacillus thermoproteolyticus
BE0003761,cAMP-dependent protein kinase catalytic subunit alpha,Humans
BE0002535,Peptide deformylase,Staphylococcus aureus
BE0001368,2-oxo-tetronate isomerase,Escherichia coli (strain K12)
BE0001285,Delta-aminolevulinic acid dehydratase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
BE0001381,3-phosphoshikimate 1-carboxyvinyltransferase,Escherichia coli (strain K12)
BE0001397,Subtilisin Carlsberg,Bacillus licheniformis
BE0001475,Peptide deformylase,Escherichia coli (strain K12)
BE0000597,Aminodeoxychorismate synthase component 1,Escherichia coli (strain K12)
BE0001525,Dihydroorotate dehydrogenase (quinone),Escherichia coli (strain K12)
BE0001613,(S)-2-haloacid dehalogenase,Xanthobacter autotrophicus
BE0001778,Beta-lactamase OXA-2,Salmonella typhimurium
BE0001988,Catalase,Proteus mirabilis
BE0001792,Signal recognition particle protein,Thermus aquaticus
BE0001668,Streptavidin,Streptomyces avidinii
BE0001905,Methylglyoxal synthase,Shigella flexneri
BE0002624,C-terminal-binding protein 1,Humans
BE0001966,6-phosphogluconolactonase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0002640,Citrate lyase subunit beta-like protein,Mycobacterium tuberculosis
BE0002641,Peripheral plasma membrane protein CASK,Humans
BE0002642,Guanylate kinase,Mycobacterium tuberculosis
BE0002643,Probable butyrate kinase 2,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0004623,Gamma-glutamylaminecyclotransferase,Humans
BE0004470,Parvalbumin alpha,Humans
BE0004569,Acylphosphatase-2,Humans
BE0002644,ABM domain-containing protein,Bacillus cereus (strain ATCC 14579 / DSM 31)
BE0002645,Arginine N-succinyltransferase subunit alpha,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
BE0002646,Putative mannose-6-phosphate isomerase YvyI,Bacillus subtilis (strain 168)
BE0002647,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0002648,Probable phosphatase YcdX,Escherichia coli (strain K12)
BE0002650,Oxalate decarboxylase OxdC,Bacillus subtilis (strain 168)
BE0002651,Putative ketoacyl reductase,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)
BE0002652,Gephyrin,Humans
BE0002653,Glyoxalase family protein,Bacillus cereus (strain ATCC 14579 / DSM 31)
BE0002655,Glutaconyl-CoA decarboxylase subunit alpha,Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / VR4)
BE0002656,"Transcriptional regulator, IclR family",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0002657,Catalase,Helicobacter pylori (strain ATCC 700392 / 26695)
BE0002658,Sensory rhodopsin transducer,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0002660,Glutaminase 1,Bacillus subtilis (strain 168)
BE0002661,Glutaminase 1,Escherichia coli (strain K12)
BE0002662,Molybdopterin synthase catalytic subunit,Escherichia coli (strain K12)
BE0002663,"Aminotransferase, putative",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
BE0002664,Fe(3+) ABC transporter substrate-binding protein,Pasteurella haemolytica
BE0002665,DNA gyrase subunit B,Thermus thermophilus
BE0027485,Phenazine biosynthesis protein PhzD,Pseudomonas aeruginosa
BE0001384,Alpha-ketoglutarate-dependent taurine dioxygenase,Escherichia coli (strain K12)
BE0001392,Bile salt hydrolase/transferase,Clostridium perfringens (strain 13 / Type A)
BE0009148,Sodium- and chloride-dependent taurine transporter,Humans
BE0004459,"Citrate synthase, mitochondrial",Humans
BE0001531,"Acetolactate synthase, catabolic",Klebsiella pneumoniae
BE0003274,Indole-3-pyruvate decarboxylase,Enterobacter cloacae
BE0003275,N(2)-(2-carboxyethyl)arginine synthase,Streptomyces clavuligerus
BE0003276,Transketolase 1,Escherichia coli (strain K12)
BE0001286,Benzoylformate decarboxylase,Pseudomonas putida
BE0001354,Pyruvate oxidase,Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)
BE0004545,Nuclear receptor ROR-alpha,Humans
BE0002677,Aminoglycoside N(6')-acetyltransferase type 1,Salmonella enteritidis
BE0002685,Citrate synthase,Thermus thermophilus
BE0002690,2-methylcitrate synthase,Antarctic bacterium DS2-3R
BE0001344,Alanine racemase,Geobacillus stearothermophilus
BE0001199,Glucose-6-phosphate isomerase,Humans
BE0001341,Tyrosine-protein kinase ITK/TSK,Humans
BE0001316,Tyrosine-protein kinase SYK,Humans
BE0001315,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Humans
BE0001385,Protein kinase C theta type,Humans
BE0001312,Tyrosine-protein kinase ZAP-70,Humans
BE0001389,Aromatic-amino-acid aminotransferase,Paracoccus denitrificans
BE0004538,Palmitoyl-protein thioesterase 1,Humans
BE0003872,Disintegrin and metalloproteinase domain-containing protein 28,Humans
BE0000991,Aurora kinase A,Humans
BE0004601,Aurora kinase C,Humans
BE0003404,Aurora kinase B,Humans
BE0000890,Cyclin-dependent kinase 5,Humans
BE0001082,Cyclin-dependent kinase 1,Humans
BE0003362,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Humans
BE0001523,p-hydroxybenzoate hydroxylase,Pseudomonas fluorescens
BE0004281,Elongation factor 2,Humans
BE0002011,Purine nucleoside phosphorylase DeoD-type,Escherichia coli (strain K12)
BE0003998,"Fatty acid-binding protein, liver",Humans
BE0001594,Gag-Pol polyprotein,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)
BE0000939,Cathepsin B,Humans
BE0001448,L-lactate dehydrogenase,Plasmodium falciparum (isolate CDC / Honduras)
BE0001430,Beta-lactamase,Enterobacter cloacae
BE0000870,Dual specificity mitogen-activated protein kinase kinase 1,Humans
BE0001972,Peroxiredoxin-2,Humans
BE0001194,"Fatty acid-binding protein, adipocyte",Humans
BE0001524,Isocitrate dehydrogenase [NADP],Bacillus subtilis (strain 168)
BE0003766,2-Hydroxyacid oxidase 1,Humans
BE0001447,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Humans
BE0001220,Xylose isomerase,Arthrobacter sp. (strain NRRL B3728)
BE0001536,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",Trypanosoma cruzi
BE0001786,Catalase,Micrococcus luteus
BE0001551,Trypanothione reductase,Trypanosoma cruzi
BE0001432,Ganglioside GM2 activator,Humans
BE0002008,Dihydroorotate dehydrogenase A (fumarate),Lactococcus lactis subsp. cremoris
BE0001411,Tetanus toxin,Clostridium tetani (strain Massachusetts / E88)
BE0001517,Farnesyl diphosphate synthase,Escherichia coli (strain K12)
BE0001197,Steryl-sulfatase,Humans
BE0004502,Potassium voltage-gated channel subfamily A member 4,Humans
BE0000935,Phosphatidylcholine transfer protein,Humans
BE0001494,Genome polyprotein,HRV-2
BE0004631,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Humans
BE0001055,GTP cyclohydrolase 1,Humans
BE0001598,Oxysterols receptor LXR-beta,Humans
BE0001478,Genome polyprotein,Hepatitis C virus genotype 1b (isolate BK)
BE0001550,Cholesterol oxidase,Streptomyces sp. (strain SA-COO)
BE0009962,p-hydroxybenzoate hydroxylase,
BE0002014,Thioesterase 1/protease 1/lysophospholipase L1,Escherichia coli (strain K12)
BE0001687,Bis(5'-adenosyl)-triphosphatase,Humans
BE0004145,Tyrosine-protein kinase JAK1,Humans
BE0004338,Lactase/phlorizin hydrolase,Humans
BE0001330,Xylose isomerase,Streptomyces olivochromogenes
BE0004512,Neurocan core protein,Humans
BE0002830,Amylosucrase,Neisseria polysaccharea
BE0003024,N-acetyl-S-alkylcysteine sulfoxide monooxygenase,Bacillus subtilis (strain 168)
BE0004492,Keratin-associated protein 5-2,Humans
